Customer Review,Date Of Stay,Customer Rating,Owner Responded
recently staycation family wonderful time taken care looked absolutely loved food amazing hospitality great ambience superb experience,06/21,Excellent,True
spent amazing time room service inroom dining personified needless mention interior designing handcrafted furniture bound awe beautiful view,05/21,Excellent,True
outstanding people warm genuinely caring thoughtful observed people following norms like wearing masks sanitizers clean room bathroom services crisp prompt timely delivered laundry better wrong way delivered room room service great time meals served time time delicious took order extremely courteous dpoken knowled fine visit sure comes price,03/21,Excellent,True
enjoyed stay new staffs helpful courteous smiling course facility maintained clean important thing strict safety protocols best compair luxury hotels wait,05/21,Excellent,True
avid work traveller lookout hotels offer comfort home definitely place offers great stay experience coupled good food polite hospitable staff totally trust pandemic time given safety precautions protocol followed diligently totally vouch place strongly recommend looking comfort experience safety challenging times place definitely list,05/21,Excellent,True
wife stayed nights april nights 2021 large parts suffering covid catastrophe superb challenging time absolutely stellar perfectly adjusted needs war covid felt perfectly safe understood strict safety protocols middle pandemic maintained courtesy comfort possible despite closure restaurants public areas management highly trained staff anticipate needs guest provide eventuality course,05/21,Excellent,True
amenities good service behavior staff excellent overall enjoy visit location behavior service habitual stay visit mentioned,05/21,Excellent,True
amazing surroundings ambience exceedingly safe secure safety protocols place impeccable service standards best way stay time visit gives feel home away home exceedingly courteous cordial leave stone unturned feel special,05/21,Excellent,True
perfect weekend getaway service super staff polite helpful arranged flowers half hour wife request rooms spacious view definitely best food amazing far sanitization concerned aspects safety covered wearing safety gear sanitization point definitely recommend great experience comfy stay surely coming thanks wonderful team new cheers,05/21,Excellent,True
great location large rooms caring professional staff staff goes way help guests restaurants excellent food choices offers way transfer airport guests stay 5 days recommend business leisure travelers,04/21,Excellent,True
wife visit think staying property new best class aspects great food recently enjoyed rann dal makhani 360 discovered food good famous itc bukhara exceptional hospitality service coming feels like coming home rooms abd suites appointed clean totally hygienic blend heady experience goes monetary value goofups happen impresses way takes responsibility goes way amends hotels,04/21,Excellent,True
staying new come business happy staff helpful courteous smiling chauffeurs courteous best hotels new ibrahim team desk absolutely helpful accommodating,04/21,Excellent,True
like sincerely thank staff reception pool spa dedicated professionals lovely human beings room gorgeous breakfast delicious nice oasis middle city,04/21,Excellent,True
fantastic amzing staff jessica desk excellent special item needed store tried unable walking mentioned item jessica team 5pm 9pm whilst dinner item purchased items delivered personally dinner stated cost items pickup complimentary crazy good jaishree restaurant 360 adorable lady sure wife absolutely great service food laughed joked feel extremely comfortable like coming restaurant,04/21,Excellent,True
comfortable enjoyable staythe service food excellent staff went way attend needswe taken care moment entered hotelwould like,04/21,Excellent,True
like visit reasons 2021 stayed twice property roof restaurants worth going excellent staff takes extra care guests needs precautions covid,04/21,Excellent,True
excellent service good food great atmosphere neat tidy rooms green golf course view value money group 40 couples explain care service biggest challenge safety pandemic extended oberois went way serve,04/21,Excellent,True
stay extremely memorable thanks assest employe mr zaid mr nabeel rehman head concierge comfortable smooththe approch team work hospitality way 5 stars recommend property stay like thanks mr zaid seamless check check process thanks alot hotels new love visit,03/21,Excellent,True
staff friendly willing help anytime feedback gave taken acted improved stay food lovely especially chinese restaurant baushaun,03/21,Excellent,True
festivities come end wanted share little note gratitude ive experienced hospitality hand booking gifted stay brothers wedding night connected vp leisure sales north america sam introduced rest team journey forward sam thank connecting weekend setting email work udiksha team udiksha thank hospitality new indulging meaningful conversations grandmother relived husbands visits haydays 1970s thank adding sweet touch meal cirrus 9 pushkar thank,02/21,Excellent,True
sheer pleasure visit new stay family 2 days spectacular stay splendid service impeccable overalls needless state shall look option future visits stays,03/21,Excellent,True
disappoint updated ipad enabled room controls great spa professional quaint soundproofing worked absolutely unnecessary noise reopen lobby bar decent bar view alright thats hotels fault gym use free weight squat rack,02/21,Excellent,True
excellent hospitality property right welcome farewell celebrating special occasion staff sure extra special upgraded room decorated left gifts completely day greeted smiles stay staff went extra mile happy food drinks 360 cirrus 9 excellent having special promotion bar got sample fine single malts blended whiskies,03/21,Excellent,True
stay extremely memorable thanks assest employe mrunni nair comfortable smooth running short time non scheduled meetings gaps stay hardly 6 hrs 6 hrs felt like night stay approch team work hospitality way 5 stars recommend property whosoever looking forward hospitality finace coordinators like mr nair amazing connect thanks alot hotels new mr nair specific making feel home,02/21,Excellent,True
different awesome experience great staff unni krishnan great staff par view window spectacular happy visit amit,12/20,Excellent,True
travelled february 2021 exactly 11 months trip march 2021 hesitation chose stay new feeling safety comfort unparalleled pleasantly surprised know appointed hygiene manager task ensure proper hygiene maintained property including access touch points enjoyed meals 360 baoshuan cirrus 9 buzzing felt good people enjoying sense normalcy trying times congratulations wonderful caring efficient team new think staying,02/21,Excellent,True
soon arrived especially 3 year old son welcomed lots smiles high fivesour room notch like thank team upgrading giving premier room 8th floor chocolates room welcome personalised room slippers bath products son little touches truly heart felt service 360 degrees cirrus exceptional long staff knew palate vegetarianvegan offered deliciously cooked dishes baking session son lots fun member stay memorable ibrahim sonya zaid harsh surendra neham anupam inder man helped check jaspinder,02/21,Excellent,True
like opportunity let know beautiful team wonderful people tremendous jobs making experience world class share details highlight directly involved assisting remember names moment chauffeur picked dropped humble polite spoke way tried share info answered queries secondly desk boy took room directly arrival took room check flawless entire check process felt hurry taking time,02/21,Excellent,True
stay covid 19 little scared moment went lobby till check attended maintaining protection thats required prevent covid thanks lot vinayak team taking good care making feel home looking forward staying guys shortly,02/21,Excellent,True
visit post covid living uttarakhand paranoid travelling highly impressed protocols following maintaining highest quality services hospitality feel taking care ensure safety times staff professional courteous takes care needs pleasant stay,02/21,Excellent,True
weekend booked 2 nights leisure stay booking experienced notch service check inn roomwas smooth feel welcome booking 15 mins reached miss names definitely service total demands applaud notch service delivered avinash butler young fellow lot polish ethics service standards displayed endeavors 2 nights stay gave personal touch immediate attendant requests highly recommended ms sonya duty manager proved lucky mascot stay genuine working,01/21,Excellent,True
good words new excellent spent weeks blown away accommodations food service traveled toddler excellent job meeting needs want leave amazing meals blown away christmas day santa breathtaking buffet staff went got know family maintained professionalism,12/20,Excellent,True
dear mr jay rathore let know wonderful new year staycation unfair generic short liner feedback tell reading review planned night stay mark beginning new year 2021 special way 3 year old boy ranvit amidst pandemic situation knew short staycation definitely enjoy fond hotels chefs knew great experience going rated chain experienced way expectations time got write feedback,01/21,Excellent,True
partner booked new christmas coincides anniversary called told special occasion went way stay memorable nabeel anand went extra mile ensure stay comfortable pleasurable place stay time covid wanted sure safety precautions taken wore masks sanitized ate lunch restaurant baoshuan best chinese weve wanted spa nervous safety protocols neednt worried staff took safety precautions told stay property routine covid tests,12/20,Excellent,True
travelled family 1 child short 1 night stopover way jabalpur visit wildlife parks panna bandhavgarh good promotion running included 60min spa 2 discounts fb chose 2 reasons 1 wanted spa reputed considering times 2 hospitality key highlights 1 avaied airport transfers chargeable mercedes efficient comfortable 2 greeted warmly son offered toy great played stay 3 availed spa 2 hour session wife 1 session extremely good highly recommended 4 room service food dinner 360 restaurant good exceptional good,12/20,Excellent,True
5 stars offers excellent quality service clean accommodation looking forward trip definitely choose staff attentive consistent service rendered,12/20,Excellent,True
priority best people working yesterday girlfriends birthday wowed point kartik fnb took special care words tanmay manager 360 restaurant hospitable saksham sahni gave showround best parti recommend 360 dining surely visit soon thank,12/20,Excellent,True
guess subject says thenlongest time gap crashed favourite pad good absolutely fine old oneroi charm kudos team leadership,12/20,Excellent,True
spent week oberon best hotels ive stayed staff friendly helpful food superb gym great use pool covid looked great new highly recommend staying,12/20,Excellent,True
n wife appreciate group hotels eih group r unique n field hospitality n excellent serving dear guests stayed zakir hussain marg 11 th december 2020 n check 12 th dec 2020 day stay 100 percent comforts n 24 hours luxury stay property da dear guests long habitual inception eih group stay staff member cares lot n respect n regard n guide z stay staff cooperative helpful n ready support called lobby reservation desk check desk restro 360,12/20,Excellent,True
best saw form looks beautiful dream visit beautiful form inside friend told visited,01/20,Excellent,True
spent weeks midst pandemic family fabulous staff outstanding stay memorable housekeeping staff ensured worked convenience working room day fb staff absolutely outstanding competently led arjun entire staff brilliant udiksha helm keeping watch happening ensure high standards weve coe expect met,10/20,Excellent,True
time renovated property central truly modernised luxurious checked celebrate husbands birthday staff took care feel safe covid issues taken care special occasion rooms offer great views humayun tomb golf course fully modern complete integration tv room dining air conditioning lights room fixtures ipad good level tech integration room experience unique compared hotels definitely want come celebrate events,11/20,Excellent,True
having stayed times doubt favourite city world recent experience divali combining business family november 2020 strengthened conviction care discrete attention team demonstrated world testimony oberois dedication customers thank beatrice matthew,11/20,Excellent,True
went celebrate 40th wedding anniversary entire staff took grand festive occasion apart staying oberois divine experience taken care managed small observed reception smooth room sparkling clean sanitised 24 hour stay worked clockwork precision important usps property people food staff caring loving endearing care guests food marvellous,11/20,Excellent,True
stayed property staycation october 2020 pleased level focus maintaining topnotch hygiene taking relevant covid precautions level service exceptional small touches like inviting daughter cookie cupcakemaking decoration session gifting sweets diwali incredible food 360 stay memorable best place stay looking incredible service attention,10/20,Excellent,True
mother hospitality experience know hospitality absolute gem terms feel like maharaja food service rooms cleanliness time enter till departure taken care like goal look total comfort bravo,01/20,Excellent,True
oberio disappoint level dedication attentiveness effort theyve know guest makes stands luxury sector truly fall love brand probably 8th stay appreciative team investment theyve human assets unbeatable,10/20,Excellent,True
new won good opportunities future different different forms time seen type global standard stay new excellent cyber structure automation property digital signals food like performance staff time seen type room food offer high quality potential new giving reservation different different properties staff new good intentions customers staff believes honesty sincerity performance manners organization reputation lifetime customers respect customer customer wellbeing customer,10/20,Excellent,True
finally got time write review fantastic property staff visited late february meal 360 fellow travellers restaurant magnificent surpassed levels service id like specially mention ms shreyaj managers absolutely pleasant helpful mentioned interested getting spa therapy whilst mentioned available guests staying offered nominal rate room day easily use facilities expressed want spend extra asked recommendations politely catered request called available options,02/20,Excellent,True
went celebrate anniversary checkin smooth provided upgrade large room amazing view given global covid situation staff taking great measures sanitation staff friendly food restaurant threesixty good 5 star hotels hospitality provided truly exceptional overall loved place visit,09/20,Excellent,True
good good ambience good courteous staff rooms clean sanitized lobby reception hand sanitizers places overall good experience visit,08/20,Very Good,True
sets standard 5 star hotels impeccable room high levels sanitisation good old service stay gone better thanks entire team reinstating time touches brand,08/20,Excellent,True
recently wanted gift meal wanted ensure hygiene levels good requested alicia went absolutely way help set menu chef sachin lebanese meal ordinated gift ordered peron packed sent meal managed gift framed day wow presentation beautiful food absolutely fantastic told friends big thank alicia took calls weekends ensure concerns met thank chef sachin fantastic meal,08/20,Excellent,True
super lovely location efficient checkin process delightful staff food excellent breakfast lunch dinner delightful floor restaurant good sure room view city reminded wonderfully green new thoroughly recommend,12/19,Excellent,True
good services appreciate good services provided helpful staff 5 stars good services negligible hiccups wete minor ones overall good experience everytime visit,11/19,Excellent,True
stayed night departing agrajaipurjasalmir tour high quality likely 5 facility impeccable service attentive rooms comfortable breakfast wonderful loved time inexpensive worth penny,12/19,Excellent,True
goods hotels restorent beautiful citys best roads nice person hev great time spend dhili family fillings happiness great green city hope favorite things,05/20,Excellent,True
early march 2020 private tour north wife stayed times total nights occasion warm welcome excellent accommodation restaurants residents lounge large swimming pool good staff hotels stayed superb,03/20,Excellent,True
chain hotels stars gladly ive experienced level luxury service staff constantly looking ways assist waiters restaurant attend wish promptly courteously rooms large luxurious beautiful views citys huge golf course drivers available spotless limousines driven chauffers fluent english happy discuss answer tourists questions imagine perfect experience,02/20,Excellent,True
time staff extremely helpful clean question resourceful stay felt safe cared,09/19,Excellent,True
definitely wonderful mentioned staff excellent keen assist way lacking character immaculately clean room large shame residents lounge tucked away ground floor view wasnt wanted spend time quick aperitif dinner pool area beautiful peaceful spa staff excellent stayed leela palace trip preferred,03/20,Very Good,True
excellent nicely appointed staff attentive goes rooms spacious comfortable bed outlets bedside desk walk closet large bathroom separate water closet tub shower separate excellent breakfast indoor outdoor heated lap pools steam exercise rooms,03/20,Excellent,True
overwhelmed intensity quality service level people born serve thank soon safe travel post corona experience awaits delightful place,03/20,Excellent,True
previously stayed beautiful delightful staff room beautiful plenty room walk wardrobe stunning bathroom fruit room arrival plenty tea coffee nespresso making facilities bed extremely comfortable food marvellous breakfast staff brought tray small quantities typical indian breakfast foods try wanted praise staff,01/20,Excellent,True
staff assist way friendly smile face role model indian hospitality like mention people scenes invaluable help seen kitchen staff room service alltime favourite laundry service warm thank,11/19,Excellent,True
stayed couple nights tailend 3week weddingholiday 14month old extended family perfect end trip got catch breath serene location eat great dinners head sf fully rested loyal brand good reason,02/20,Excellent,True
worked directly destination expert group plan wonderful 12 night trip agra jaipur udaipur helpful thoughtful creating itinerary memorable stays properties locations working directly gave peace mind details covered came amenities cost working party tour operator web booking service booked domestic flights directly airlines complete trip location worked oberois concierge plan personalized site seeing wonderful guides private drivers guides knowledgeable tailored day suit interests,03/20,Excellent,True
amazing welcome fabulous days member staff met class food way amazing loads choice room brilliant facilities love visit,03/20,Excellent,True
occasions beautiful gorgeous rooms beautiful food incident mr rathore ceo kind upgraded lovely room welcome truly wonderful atmosphere fantastic friendly staff place stay,03/20,Excellent,True
lovely real 5 star property rooms bathrooms spacious nicely decorated butler service truly oasis middle crazy city new deli nicer lot security dont surprised turndown service little early 5 pm odd concierge kept trying direct private car transport nearby restaurant dinner said 15 minute ride cab kept discouraging said guard service uber worked like charm 2 way breakfast extensive selection foods choose service slow second day probably nicest new,02/20,Excellent,True
peaceful oasis middle city beautiful location incredible staff professional gracious amazing food service excellent amenities designed clean rooms little touches like popcorn watch movie comparable seasons favourite high end better believe presidents delegates stay gem,03/20,Excellent,True
ive stayed countless hotels world levels best city ive stayed recent refurbishment exceptional taste quality notch public spaces rooms reception area tasteful elegant room picture window overlooks golf course unesco site tastefully equipped standard rooms huge average size equipped dont need space couple bathrooms work perfectly amenities need tech room great theres ipad controls easy use beds course sumptuously comfortable,03/20,Excellent,True
2 weeks travelling beaten track rajastan needed bit luxury amazing ready pampering ate 2 restaurants excellent rooftop bar fabulous wished stayed longer definitely recommend,02/20,Excellent,True
stayed recently instantly impressed quality courtesy staff speaks volumes management rooms decent clean bit old service makes looking reasonable business stay property way,03/20,Excellent,True
staff departments counties helpful ambience good service excellent view 7th floor great obstructions centrally located reasonably quiet breakfast service good food good,01/20,Excellent,True
chain truly finest world new property exception perfectly positioned near dehli golf club sweeping vistas humayans tomb kilometre away facilities exceptional beautiful meticulously appointed rooms indooroutdoor pools michelin star restaurants thoughtful staff met considered stay enjoy highly recommended,02/20,Excellent,True
understatedly stylish love recently remodel complements iconic modernist architecture main building excellent food options staff superhelpful plane cancelled minute 3am morning booked party sent cars airport rooftop bar missed smog tolerance permitting,02/20,Excellent,True
diligently read watched videos nd planned vacation felt overnight expert history ali generally opted best accommodations services trip expectations nd location stayed mumbai met point greet airport mercedes s class transfer service professional driver matin warm welcome staff right stepping premises youre vip eyes escorted directly room check thought express service butler later came introduced serving specially prepared refreshing drink stayed room,02/20,Excellent,True
mum best experience end february 2020 staff friendly accommodating taken care moment stay highlights included new inroom ipad controlled lights tv blinds smallest chose watch movie asked like popcorn brought room incredible staff service example pool moments sitting brought tray fresh bottled water cold towelettes sunscreen rose water face mist breakfast waiters incredibly attentive enthusiastic try asked like dry traditional indian breakfast,02/20,Excellent,True
moment welcome new feel special booked 7 night exotic vacation nights new met airport baggage transfer claim escorted waiting chauffeur driven mercedes transfer presented dozen red roses celebrating special anniversary escorted lovely room overlooking golf cub tedious desk checkin counter hotels room special personalized decorations arrival stay presented beautiful personalized chocolate cake feel like family especially sagar onduty manager sagar arranged,02/20,Excellent,True
family stayed beautiful 4 days went reservation services staying mumbai service impeccable checking greeted cake champagne celebrate parents anniversary upgraded 2 suites suites beautiful fully automated controlled ipads overall outstanding stay food service restaurants wonderful definitely return visit,02/20,Excellent,True
nice staff helpful went way ensure having memorable stay clean accessible overall great night experience wish stayed longer,02/20,Excellent,True
1st 3rd 4th night stayed excellent staff friendly helpful shweta duty managers good mother thank room perfect clean trouble,02/20,Excellent,True
excellent view comfortable luxury bit overdone staff competent cultured friendly feel comfortable location absolutely central access maintained local taxis added advantage,02/20,Excellent,True
staff absolutely stay anticipate need beautifully designed wellkept breakfast wonderful gym pool excellent room big airy absolutely recommend everytime,02/20,Excellent,True
renovated recently quality renovation good quality furniture loose items average rooms smart panels emanate light cover bedside small pillow food quality good excellent checkin experience room reception desk checkout complete disaster travelled group 3 families 3 rooms asked reception combine extras divide equally 3 allocate room took literally half hour perform simple task opera software literally seconds anyways despite shortcomings pleasant experience good value money,02/20,Very Good,True
service dining health issue develop facilitated treatment pcked room delivered bags wonderful food buffets la carte available highest quality,02/20,Excellent,True
memorable spends 5075 nights hotels annually world impressed staff attentive overdoing food lunch buffet delicious immaculate designed able personalised tour thank ali pretty strict time constraints id highly recommend new stay timethank,02/20,Excellent,True
good place service excellent good facilities food menu preparation fast food deliciousit awesome place stay conference supporting staff members royalty feeling quality food beverage awesome,02/20,Very Good,True
completed fabulous 3 weeks stayed multiple oberois excellent best entire chain lived reputation terrific facilities food personnel perfect balance service impeccable attention suffocatingwell shout outs breakfast staff chinese restaurant attended desk group,02/20,Excellent,True
exceptional truly exquisite service believe staff members remembered contents conversations orders days ago delicious food extremely comfortable room literally finest stay ive great value expense highly recommended,02/20,Excellent,True
high touch service loved room welcome beverage butler service needed help draping sari sent expertly helped breakfast oh oh best buffets ive experienced everrrrrrrrr lovely service meeting room lunch service meeting room divine divine nick shushed bar evening dont think making noise bar meant library atmosphere overall id return return,01/20,Excellent,True
genuinely comfortable relaxing attentive kind staff place busy city wind rooms beautiful good size breakfast absolutely excellent huge variety options rate indian cuisine restaurant,02/20,Excellent,True
far best service ive experienced huge conference seamless staff helpful polite went highly recommend business pleasure,02/20,Excellent,True
leg northern tour having stayed properties udaipur jaipur agra high expectations disappointed busy city moment entered felt like honoured guests looked shown beautiful room ultra modern want absolutely loved style new old place dinner baoshuan enjoyed delicious innovative dim sum breakfast variety simply stunning high quality package use residents lounge enjoyed greatly staff member met went way look ensure totally,02/20,Excellent,True
fault recent stays new rooms comfortable superbly equipped staff everhelpful welcoming facilities superb roof terrace special delight warm february evening return new stay,02/20,Excellent,True
stayed week wife bette lissak working spent week lucky mr singh driver competent driver feel safe visited experience character trip enjoyable memorable visited sites company personality trip truly magical mr michael cohen room 606,02/20,Excellent,True
food good wait staff little confused times serving desk staff little bit lost came paying felt 15 minutes pay dinner bit long staff wonderful room lovely,02/20,Very Good,True
hesitate bit recommend chain anybody experience pleasant taken care staff touched courtesy displayed departments wish best mr mrs anura hemachandra,02/20,Excellent,True
great location green surrounding great leisure business facilities excellent staff standard expect rooms small good sky bar excellent great cocktails breakfast amazing spa wow definitely recommend return stay finally wanted add tipping policy best gets rid stress related carrying small notes need hand check cover stay great idea hope remember,02/20,Excellent,True
moment arrived given cup masala chai end seemingly short days staff unbelievably helpful friendly breakfast incredible tastes satisfied visit particularly interested original indian food disappointed fallen love indian food facilities expectations beautifully comfortable room fantastic heated swimming pool encouraged laps cool mornings morning yoga inclined comfortable elegant recommend highly issuei raised expectations new level difficult meet hotels,02/20,Excellent,True
memories childhood 50 years home classpoise immaculate standards second service friendly efficient 360 time favorite restaurant inception mrjay rathore wonderful host leadership exemplary shortoberois new rules,01/20,Excellent,True
came mumbai left new high note experience places opted experiences magnificent new recently renovated gorgeous aspects expect caliber food beverage costs high service quality high day dining restaurant food excellent attentive servers remembered liked day rooms luxe controlled ipad given outside pollution new custom air quality excellent reluctant spa services great group raved massage services oberois mumbai new,02/20,Excellent,True
wonderful week long stay staff time memorable catering need breakfast 360 lovely wide ranging eastern western dining options room extremely comfortable thought little things difference fresh apples roses laundry service daily newspaper staff person friendly personable warm felt like home,11/19,Excellent,True
choose visit rajastan amazing experience perfect service bedrooms restaurant strongly recommend careful car service expensive cabs city,11/19,Excellent,True
staff brief stay enjoyable relaxing wonderful rooms extremely clean comfortable fantastic grounds central location approx 1 mile gate easy,02/20,Excellent,True
arrived early hours morning car waiting pick way desk arrange food arrival greeted like royalty entrance check brief quick explanation room given given complimentary pass club lounge day tea coffee offered evening drinks canapés food indian speciality international restaurant excellent great selection breakfast including cooked buffet items staff driversfront desk house keeping waiters good accommodating driver member concierge took train,01/20,Excellent,True
starting ending stay absolutely relaxing service food everithing dream international shopping 10 avoid good shopping alternatives stores good walking distance car good hairdraisser spa,01/20,Excellent,True
long wife list visit choose time coincide big birthday new country outstanding choice proved night staydespite arriving mid morning room premier plus immediately available escorted received wonderful surprise happy birthday cake complete candle blow nice welcoming thoughts greasy trip room excellent glorious view golf course best morning mist hung trees dined 360 occasions baoshuan middle night slightly nervous making wrong choices indian dishes 360 menu staff,02/20,Excellent,True
excellent convenient location good beds aspect carefully attended room service extremely courteous spa super indulgence little things big impact thats took care minutest perfectionists visit,02/20,Excellent,True
stop trip excellent service hospitality hotels truly exemplary exception gym amazing date equipment aide brings water towels showed add bluetooth treadmill food chinese restaurant best weve missed great stay,01/20,Excellent,True
amazing friendly staff room wonderful rooms ipad controls lights blinds doors bath area tv connect phoneamazonnetflix enjoy internet enabled free aastha upasna extremely sweet kind helpful stay aastha thankyou help patience wonderful experience,02/20,Excellent,True
beautiful room exceptionally clean friendly staff food good central visit new lovely grounds gardens dress code staff beautiful look wonderful colours,12/19,Excellent,True
family 4 2 small boys stayed week loved high tech room entire place room 501 staff attentive butler service incredible mr ibrahim magdum ms shreya guest relations mr aslafaan waiterbutler outstanding ms esther reception breakfast food brilliant room dining use complimentary pop corn order room movie staff love children imagine catered husband cancelling future room bookings hotels favour going forward rave experience mr raju chauffeur smart good chefs 360 dining world,02/20,Excellent,True
stayed extensively past year think 5 best world thing stands service culture commitment staff come committed effort anticipate needs constantly exceed expectations business center particular possibly best business center,01/20,Excellent,True
property nice check super friendly 24 hours restaurant disappointing extensive menu number available offpeak hours indication whatsoever making ordering hassle waiter inform turn order available worse evisu jeans damaged regret checking left instruction given wash followed came singapore shock unpack jeans bag faded look like bits tissue fabric,02/20,Average,True
great business tourists mixture green space gardens relax situated conveniently city rooms spacious service excellent breakfast buffet foodies delight staff attentive obliging special request great way start ones day,10/19,Excellent,True
wife spent nights holiday new luxury touches warm welcome luggage taken straight room beautiful rooms lovely bedding great night sleep choice restaurants food service fabulous highly recommended,01/20,Excellent,True
travel lots definitely elegant super staff travelling helpful inexpensive customer honestly issues checked saw room ibrahim nabeel worked hard sort luckily got upgraded lovely room fitness buff best super days rest workouts indoor pool super sauna steam super spa wow jeanette therapist far best massages scrubs driver vinod super treated day 60ish mercedes cars wifi,02/20,Excellent,True
security gates pull door greeted warmly terrific staff flower leigh mark forhead hot cider tea rooms fabulous property bathroom big living area breakfast buffet great resteraunts excellent little pricey safe cared treated respect english national language communication problems highly recommended,01/20,Excellent,True
come playing golf match like appreciate deepak sharma ujjwal nice drinks care suggest special drinks behaved thank,02/20,Excellent,True
traveler spends 70 nights year hotels world far best staff truly amazing sets apart work team times treat guests important thing professional thoughtful constantly helpful way possible stayed times year highly recommend staying,12/19,Excellent,True
trip choice wad critical overall good experience new disappoint world class rate establishment comfort rooms air water filtered quality variety food offerings luxurious spa facilities second importantly level service sets apart staff responsive genuinely friendly helpful particularly wish compliment concierge staff proved invaluable making requested arrangements sight seeing guides dinner reservations shopping trip taj mahal line new makes feel safe comfortable allows focus discovering,10/19,Excellent,True
great room easily big 2 adults 2 children aged 7 5 kids loved staff friendly pool looked good cleaned day breakfast restaurants excellent best ive seen far particular 360 restaurant nice waiters recognised cheapest worth money heading day trips little takeaway bag breakfast,10/19,Excellent,True
arrived new 500 morning long flights spite timing manager duty members team ready greet welcome happened birthday upgraded entire stay superb presidential suite amenity comfort set birthday cake champagne room staff incredibly attentive helpful stay states proud legendary hospitality legend continue,01/20,Excellent,True
stayed new night great room big comfortable modern amazing bathroom lovely sitting area lots space belongings service impeccable help assist kindest way typical dinner floor restaurant told belongs english chef great food elegant breakfast buffet rich lots choose fabulous experience perfect,12/19,Excellent,True
wow facility beautiful maintained lots extras onsight breakfast met needs togo boxes early mornings run european pastries outstanding fun opportunity explore indian breakfast options room plenty space pool spectacular pool attendants amazing room extras fantastic loved fresh cut roses definitely stay likely stay hotels thanks great days,01/20,Excellent,True
arrived new friday afternoon october traveling 15 hours total husband 4 year old son 7 month old daughter exhausted jetlagged relief warmly welcomed beautiful escorted room exactly needed relax spacious clean comfortable date immaculate zero complaints sons birthday sunday absolutely blown away effort making day special bake cake decorated room balloons streamers got wrapped presents remote control car toy cement truck gave backpack tshirt hat,10/19,Excellent,True
wonderful place stay visiting attention staff deep roster excellent concierge selected private guides makes touring city pleasure beautiful property better staff truly enjoy stay,12/19,Excellent,True
delighted staying new upkeep expectation mangers including staff spoken look requests promptly rooms huge great view golf course feels like home,02/20,Excellent,True
time left electric razor know traveling days received note letting know left checked room visit desk note place stay matter service food rooms perfect live,01/20,Excellent,True
spent enjoyable couple nights toured city enter large modern foyer plenty marble great view pool area tastefully decorated modern comfortable style rooms large bathroom impressively like having separate toilet shower luxurious tv mirror separate dressing table nice touches wifi free international outlets usb ports charging ipad control room worked ate restaurant 360 twice enjoyed diversity selection quality great service star gem,02/20,Excellent,True
absolutely wonderful stay new recent renovation great improvement interior design feels bright contemporary jali installation reception sight behold memorable rooms spacious staff provide impeccable service main restaurant fantastic great selection foods breakfast recommend japanese restaurant second time eaten good remember visit overall truly brilliant property world class,10/19,Excellent,True
staying property past months frequent trips ive amazed outstanding service provided staff right check check feel home people extra effort ensure comfort stay clean rooms great views attention design makes kind,12/19,Excellent,True
driver supposed closer airport night flew home arrived property remembered stayed earlier trip rooms available 1030 night manager happen treated drink bar got room ready honestly customer service better food property fantastic service wonderful travel stay amazing group property particular,10/19,Excellent,True
stayed excursion celebrity cruises said 5 star like 10 stars moment checked felt like royalty food dining rooms delish bars absolutely notch rooftop bar great rained didnt mind wish stayed longer definitely staying,01/20,Excellent,True
stayed nights lovely time oasis hectic tenday business trip able arrange amazing driver sightsee ali polite knowledgeable safe personable wonderful meal hotels indian restaurant breakfast service worldclass,12/19,Excellent,True
family stayed night december 2019 superb immaculate breakfast high quality sumptuous staff helpful best hotels fyi stayed jaipur kolkata jaipur best close second kolkata nice,12/19,Excellent,True
visited new time business trip spent 2 nights true luxury experience impressed quality service chic design restaurants certainly highly recommend stay life,12/19,Excellent,True
refreshing oasis calm discete professional magic bustle rooms beautifully appointed gym good gets pools beautifully maintained outside pool proper lap pool food service second butler service suite superb praise beautiful property literally gardens lovely,12/19,Excellent,True
beautifully maintained modern excellent fitness facilities business center best convenient atms inhotel atm like unicorn spent weeks staying premier taj hotels country best standpoint plumbing things worked charm 17th century places offer cities great choice business traveler form standpoint communications proximity center government,01/20,Excellent,True
beautiful impeccably maintained truly exceptional service sure visit rooftop bar indoor pool wonderful swimmer trip advisor need better ive written wanted,01/20,Excellent,True
probably best star superb services luxurious rooms food restaurants delicious excellent location humayun tomb lodhi garden enjoyed digital control set rooms tablet highly reccomended looks luxurious stay afford chepest option,01/20,Excellent,True
new haven peace heart design elegant stylish staff embodies true meaning hospitality discretion attention food omya restaurant direction chef alfred prasad inventive exquisite important point air filtered clean breathe day city loved stay,01/20,Excellent,True
recent return stay new lived expectation love staff achieved level service exceptional need obsequious attentive anticipate needs genuine warmth food wonderful outlets wish hairdresser usa,01/20,Excellent,True
chain favorite excellent service amenities gracious staff food restaurants fabulous stayed premier rooms beautifully appointed quiet disappoints,01/20,Excellent,True
stayed business trip doubt best hotels world beautiful rooms exceptional food faultless service good forced write review trip advisor,01/20,Excellent,True
modern stylish located best possible addressthe staff moments notice provide service look forward return magical hotels visited,11/19,Excellent,True
location perfect facilities class people manage work reason return weve travelled world stayed numerous flight hotels delhis team hands best customer service desk staff team 360 restaurant rock anticipated need news fantastic location morning walk lodhi gardens 35 minutes way beautiful fascinating park close humayan tomb excellent t neighborhood surrounding sufi mosque highly recommend,01/20,Excellent,True
